BenefitRankingUIActivityLog,,,,,,
Plan Number,Element Path,Field,Row,Description,Updated By,Updated Date
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27314,Benefit Acquisition Ranking changed from 7 to 8,msnyde12,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27385,Benefit Acquisition Ranking changed from 0 to 8,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27384,Benefit Acquisition Ranking changed from 0 to 1,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27382,Benefit Acquisition Ranking changed from 0 to 11,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27380,Benefit Acquisition Ranking changed from 0 to 2,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27379,Benefit Acquisition Ranking changed from 0 to 3,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27376,Benefit Acquisition Ranking changed from 0 to 5,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27372,Benefit Acquisition Ranking changed from 0 to 12,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27370,Benefit Acquisition Ranking changed from 0 to 6,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27368,Benefit Acquisition Ranking changed from 0 to 4,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27367,Benefit Acquisition Ranking changed from 0 to 14,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27366,Benefit Acquisition Ranking changed from 0 to 9,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27365,Benefit Acquisition Ranking changed from 0 to 13,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27363,Benefit Acquisition Ranking changed from 0 to 7,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27362,Benefit Acquisition Ranking changed from 0 to 10,knguy31,6/27/2022 17:43
H0294018000,Benefit Ranking,Benefit Acquisition Ranking,27360,Benefit Acquisition Ranking changed from 0 to 15,knguy31,6/27/2022 17:43
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27409,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27407,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27405,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27404,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27403,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27402,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27400,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27398,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27397,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27396,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27392,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27391,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27389,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27388,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 17:41
H5253105000,Benefit Ranking,Benefit Acquisition Ranking,27386,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 17:41
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24058,Benefit Acquisition Ranking changed from 0 to 4,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24056,Benefit Acquisition Ranking changed from 0 to 10,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24055,Benefit Acquisition Ranking changed from 0 to 1,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24054,Benefit Acquisition Ranking changed from 0 to 2,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24053,Benefit Acquisition Ranking changed from 0 to 15,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24052,Benefit Acquisition Ranking changed from 0 to 11,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24049,Benefit Acquisition Ranking changed from 0 to 13,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24048,Benefit Acquisition Ranking changed from 0 to 9,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24047,Benefit Acquisition Ranking changed from 0 to 3,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24046,Benefit Acquisition Ranking changed from 0 to 8,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24044,Benefit Acquisition Ranking changed from 0 to 12,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24043,Benefit Acquisition Ranking changed from 0 to 7,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24041,Benefit Acquisition Ranking changed from 0 to 6,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24040,Benefit Acquisition Ranking changed from 0 to 5,mspagno,6/27/2022 17:40
R5342001000,Benefit Ranking,Benefit Acquisition Ranking,24038,Benefit Acquisition Ranking changed from 0 to 14,mspagno,6/27/2022 17:40
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27356,Benefit Acquisition Ranking changed from 0 to 10,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27354,Benefit Acquisition Ranking changed from 0 to 9,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27352,Benefit Acquisition Ranking changed from 0 to 14,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27350,Benefit Acquisition Ranking changed from 0 to 2,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27348,Benefit Acquisition Ranking changed from 0 to 6,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27346,Benefit Acquisition Ranking changed from 0 to 4,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27344,Benefit Acquisition Ranking changed from 0 to 3,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27340,Benefit Acquisition Ranking changed from 0 to 15,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27338,Benefit Acquisition Ranking changed from 0 to 11,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27329,Benefit Acquisition Ranking changed from 0 to 8,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27327,Benefit Acquisition Ranking changed from 0 to 5,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27321,Benefit Acquisition Ranking changed from 0 to 12,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27318,Benefit Acquisition Ranking changed from 0 to 13,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27316,Benefit Acquisition Ranking changed from 0 to 1,msnyde12,6/27/2022 17:37
H3442004000,Benefit Ranking,Benefit Acquisition Ranking,27314,Benefit Acquisition Ranking changed from 0 to 7,msnyde12,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26864,Benefit Acquisition Ranking changed from 0 to 3,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26863,Benefit Acquisition Ranking changed from 0 to 15,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26862,Benefit Acquisition Ranking changed from 0 to 8,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26861,Benefit Acquisition Ranking changed from 0 to 2,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26860,Benefit Acquisition Ranking changed from 0 to 4,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26858,Benefit Acquisition Ranking changed from 0 to 12,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26857,Benefit Acquisition Ranking changed from 0 to 1,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26856,Benefit Acquisition Ranking changed from 0 to 7,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26854,Benefit Acquisition Ranking changed from 0 to 14,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26853,Benefit Acquisition Ranking changed from 0 to 10,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26852,Benefit Acquisition Ranking changed from 0 to 6,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26850,Benefit Acquisition Ranking changed from 0 to 13,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26849,Benefit Acquisition Ranking changed from 0 to 9,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26848,Benefit Acquisition Ranking changed from 0 to 5,mondrey,6/27/2022 17:37
H4514007000,Benefit Ranking,Benefit Acquisition Ranking,26845,Benefit Acquisition Ranking changed from 0 to 11,mondrey,6/27/2022 17:37
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27312,Benefit Acquisition Ranking changed from 0 to 7,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27311,Benefit Acquisition Ranking changed from 0 to 1,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27309,Benefit Acquisition Ranking changed from 0 to 10,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27307,Benefit Acquisition Ranking changed from 0 to 2,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27306,Benefit Acquisition Ranking changed from 0 to 3,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27303,Benefit Acquisition Ranking changed from 0 to 6,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27299,Benefit Acquisition Ranking changed from 0 to 11,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27298,Benefit Acquisition Ranking changed from 0 to 12,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27297,Benefit Acquisition Ranking changed from 0 to 5,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27296,Benefit Acquisition Ranking changed from 0 to 15,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27295,Benefit Acquisition Ranking changed from 0 to 4,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27294,Benefit Acquisition Ranking changed from 0 to 13,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27293,Benefit Acquisition Ranking changed from 0 to 8,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27291,Benefit Acquisition Ranking changed from 0 to 9,knguy31,6/27/2022 17:34
H0294017000,Benefit Ranking,Benefit Acquisition Ranking,27289,Benefit Acquisition Ranking changed from 0 to 14,knguy31,6/27/2022 17:34
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27280,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27278,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27276,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27273,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27269,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27267,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27265,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27260,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27256,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27251,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27249,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27245,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27244,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27242,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 17:33
H5253104000,Benefit Ranking,Benefit Acquisition Ranking,27241,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 17:33
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27212,Benefit Acquisition Ranking changed from 0 to 7,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27211,Benefit Acquisition Ranking changed from 0 to 3,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27210,Benefit Acquisition Ranking changed from 0 to 12,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27209,Benefit Acquisition Ranking changed from 0 to 2,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27208,Benefit Acquisition Ranking changed from 0 to 4,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27207,Benefit Acquisition Ranking changed from 0 to 1,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27206,Benefit Acquisition Ranking changed from 0 to 13,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27205,Benefit Acquisition Ranking changed from 0 to 5,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27204,Benefit Acquisition Ranking changed from 0 to 11,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27201,Benefit Acquisition Ranking changed from 0 to 14,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27200,Benefit Acquisition Ranking changed from 0 to 10,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27198,Benefit Acquisition Ranking changed from 0 to 8,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27197,Benefit Acquisition Ranking changed from 0 to 15,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27196,Benefit Acquisition Ranking changed from 0 to 9,msnyde12,6/27/2022 17:29
H3442005000,Benefit Ranking,Benefit Acquisition Ranking,27195,Benefit Acquisition Ranking changed from 0 to 6,msnyde12,6/27/2022 17:29
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27239,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27238,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27237,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27235,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27233,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27232,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27229,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27228,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27226,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27223,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27222,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27218,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27217,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27215,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 17:27
H5253103000,Benefit Ranking,Benefit Acquisition Ranking,27214,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 17:27
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27114,Benefit Acquisition Ranking changed from 0 to 6,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27113,Benefit Acquisition Ranking changed from 0 to 1,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27111,Benefit Acquisition Ranking changed from 0 to 9,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27109,Benefit Acquisition Ranking changed from 0 to 2,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27108,Benefit Acquisition Ranking changed from 0 to 3,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27102,Benefit Acquisition Ranking changed from 0 to 10,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27101,Benefit Acquisition Ranking changed from 0 to 12,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27100,Benefit Acquisition Ranking changed from 0 to 5,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27099,Benefit Acquisition Ranking changed from 0 to 13,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27098,Benefit Acquisition Ranking changed from 0 to 4,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27097,Benefit Acquisition Ranking changed from 0 to 11,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27096,Benefit Acquisition Ranking changed from 0 to 7,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27095,Benefit Acquisition Ranking changed from 0 to 14,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27094,Benefit Acquisition Ranking changed from 0 to 8,knguy31,6/27/2022 17:24
H0294016000,Benefit Ranking,Benefit Acquisition Ranking,27092,Benefit Acquisition Ranking changed from 0 to 15,knguy31,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26507,Benefit Acquisition Ranking changed from 0 to 7,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26506,Benefit Acquisition Ranking changed from 0 to 2,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26504,Benefit Acquisition Ranking changed from 0 to 12,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26503,Benefit Acquisition Ranking changed from 0 to 4,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26502,Benefit Acquisition Ranking changed from 0 to 1,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26501,Benefit Acquisition Ranking changed from 0 to 6,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26500,Benefit Acquisition Ranking changed from 0 to 3,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26499,Benefit Acquisition Ranking changed from 0 to 15,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26498,Benefit Acquisition Ranking changed from 0 to 14,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26497,Benefit Acquisition Ranking changed from 0 to 13,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26496,Benefit Acquisition Ranking changed from 0 to 11,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26495,Benefit Acquisition Ranking changed from 0 to 5,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26493,Benefit Acquisition Ranking changed from 0 to 8,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26491,Benefit Acquisition Ranking changed from 0 to 9,atinsle1,6/27/2022 17:24
H8768021000,Benefit Ranking,Benefit Acquisition Ranking,26490,Benefit Acquisition Ranking changed from 0 to 10,atinsle1,6/27/2022 17:24
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27167,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27166,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27165,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27163,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27161,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27160,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27159,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27156,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27154,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27151,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27150,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27146,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27145,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27143,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 17:21
H5253102000,Benefit Ranking,Benefit Acquisition Ranking,27142,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 17:21
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27036,Benefit Acquisition Ranking changed from 14 to 12,msnyde12,6/27/2022 17:21
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27028,Benefit Acquisition Ranking changed from 13 to 14,msnyde12,6/27/2022 17:21
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27014,Benefit Acquisition Ranking changed from 12 to 13,msnyde12,6/27/2022 17:21
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27091,Benefit Acquisition Ranking changed from 0 to 4,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27090,Benefit Acquisition Ranking changed from 0 to 7,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27089,Benefit Acquisition Ranking changed from 0 to 1,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27088,Benefit Acquisition Ranking changed from 0 to 12,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27085,Benefit Acquisition Ranking changed from 0 to 3,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27084,Benefit Acquisition Ranking changed from 0 to 14,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27082,Benefit Acquisition Ranking changed from 0 to 10,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27081,Benefit Acquisition Ranking changed from 0 to 2,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27079,Benefit Acquisition Ranking changed from 0 to 15,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27076,Benefit Acquisition Ranking changed from 0 to 9,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27073,Benefit Acquisition Ranking changed from 0 to 8,rgale,6/27/2022 17:19
